subject_ID,question_number,factor,resp,rt
6,1,Perseverance,1,3673.5
6,2,Premeditation,1,2152.2000000001863
6,3,Positive Urgency,2,3210.5
6,4,Perseverance,1,2275.2999999998137
6,5,Premeditation,2,2185.100000000559
6,6,Negative Urgency,2,5859.699999999255
6,7,Perseverance,2,2741.600000000559
6,8,Negative Urgency,3,4826.5999999996275
6,9,Sensation Seeking,2,2346.2999999998137
6,10,Positive Urgency,2,4082.7000000001863
6,11,Perseverance,1,2265.2000000001863
6,12,Premeditation,2,3565.2000000001863
6,13,Negative Urgency,2,3526
6,14,Sensation Seeking,3,4882
6,15,Negative Urgency,4,3533.5999999996275
6,16,Sensation Seeking,2,3534
6,17,Positive Urgency,1,3493.7999999998137
6,18,Sensation Seeking,4,3641.7000000001863
6,19,Premeditation,2,2524
6,20,Positive Urgency,2,2523.9000000003725
