subject_ID,block_number,trial_number,phase,response_number,key,rt
48,2,4,delay,1,space,607
48,3,13,delay,1,space,571
48,3,29,delay,1,space,335
48,3,29,delay,2,space,1343
48,3,31,delay,1,space,451
48,3,33,delay,1,space,427
48,3,37,delay,1,space,554
48,3,45,delay,1,space,589
48,4,9,delay,1,space,464
48,4,15,delay,1,space,418
48,4,19,delay,1,space,1319
48,4,35,delay,1,space,597
48,4,45,delay,1,space,457
48,5,9,delay,1,space,605
48,5,41,delay,1,space,1199
48,6,1,delay,1,space,1772
48,6,5,delay,1,space,1055
48,6,23,delay,1,space,423
48,6,25,delay,1,space,627
48,6,29,delay,1,space,387
48,6,39,delay,1,space,381
48,6,49,delay,1,space,434
