subject_ID,question_number,factor,resp,rt
115,1,Perseverance,1,8767.5
115,2,Premeditation,1,3899.7000000029802
115,3,Positive Urgency,1,6843.79999999702
115,4,Perseverance,4,6264.29999999702
115,5,Premeditation,1,3897.10000000149
115,6,Negative Urgency,1,6550
115,7,Perseverance,4,6645.20000000298
115,8,Negative Urgency,1,10123.80000000447
115,9,Sensation Seeking,3,8609.90000000596
115,10,Positive Urgency,1,4261.69999999553
115,11,Perseverance,1,5312.30000000447
115,12,Premeditation,1,14148.79999999702
115,13,Negative Urgency,1,14819.80000000447
115,14,Sensation Seeking,4,4250.60000000149
115,15,Negative Urgency,1,4022.2000000029802
115,16,Sensation Seeking,3,5542.29999999702
115,17,Positive Urgency,2,14828
115,18,Sensation Seeking,3,10593.30000000447
115,19,Premeditation,1,7559.5
115,20,Positive Urgency,1,5892.60000000149
