subject_ID,question_number,factor,resp,rt
134,1,Perseverance,2,8669.199999809265
134,2,Premeditation,1,4727.599999904633
134,3,Positive Urgency,1,12667.100000143051
134,4,Perseverance,1,6922.799999952316
134,5,Premeditation,1,4430.200000047684
134,6,Negative Urgency,2,22189.400000095367
134,7,Perseverance,3,7928.299999952316
134,8,Negative Urgency,1,8395.200000047684
134,9,Sensation Seeking,2,3980.899999856949
134,10,Positive Urgency,2,5839.900000095367
134,11,Perseverance,2,4916.700000047684
134,12,Premeditation,1,7289.5
134,13,Negative Urgency,1,4684.800000190735
134,14,Sensation Seeking,2,34556.90000009537
134,15,Negative Urgency,2,6365.100000143051
134,16,Sensation Seeking,4,10267.600000143051
134,17,Positive Urgency,2,8387.400000095367
134,18,Sensation Seeking,3,5976.199999809265
134,19,Premeditation,1,3553
134,20,Positive Urgency,1,4334.699999809265
