subject_ID,block_number,trial_number,phase,response_number,key,rt
202,3,1,delay,1,space,1678
202,3,37,delay,1,space,570
202,3,37,delay,2,space,2391
202,3,41,delay,1,space,811
202,4,15,delay,1,space,428
202,4,23,delay,1,f,647
202,4,43,delay,1,space,350
202,5,15,delay,1,space,322
202,5,23,delay,1,space,311
202,5,27,delay,1,space,447
202,5,37,delay,1,space,157
202,5,37,delay,2,space,642
202,5,39,delay,1,space,583
202,5,43,delay,1,space,352
202,5,45,delay,1,space,649
202,5,49,delay,1,space,372
202,6,1,delay,1,f,668
202,6,7,delay,1,space,841
202,6,19,delay,1,space,355
202,6,25,delay,1,space,1169
202,6,29,delay,1,space,79
202,6,35,delay,1,space,677
202,6,35,delay,2,space,2927
202,6,37,delay,1,space,572
202,6,43,delay,1,space,349
