subject_ID,question_number,factor,resp,rt
32,1,Perseverance,3,9135.400000095367
32,2,Premeditation,2,4527.299999713898
32,3,Positive Urgency,2,7284.799999713898
32,4,Perseverance,4,3618.5999999046326
32,5,Premeditation,2,5318.699999809265
32,6,Negative Urgency,3,5679.599999904633
32,7,Perseverance,3,3903.199999809265
32,8,Negative Urgency,3,6406.900000095367
32,9,Sensation Seeking,1,4440.700000286102
32,10,Positive Urgency,2,5691.5
32,11,Perseverance,3,2657.5
32,12,Premeditation,2,4377.5
32,13,Negative Urgency,3,7307.60000038147
32,14,Sensation Seeking,1,5623.5
32,15,Negative Urgency,3,3186.4000000953674
32,16,Sensation Seeking,2,4151.5
32,17,Positive Urgency,2,7741
32,18,Sensation Seeking,2,4812.400000095367
32,19,Premeditation,2,3059.5999999046326
32,20,Positive Urgency,2,4603.60000038147
