subject_ID,question_number,factor,resp,rt
121,1,Perseverance,2,6396.200000047684
121,2,Premeditation,2,2921.0999999046326
121,3,Positive Urgency,1,4888.599999904633
121,4,Perseverance,2,2613.5999999046326
121,5,Premeditation,3,3656.2999999523163
121,6,Negative Urgency,2,5525.099999904633
121,7,Perseverance,2,2683.2000000476837
121,8,Negative Urgency,1,10989.900000095367
121,9,Sensation Seeking,3,2760.899999856949
121,10,Positive Urgency,3,3359.5999999046326
121,11,Perseverance,2,2772.300000190735
121,12,Premeditation,1,4833.200000047684
121,13,Negative Urgency,3,3352.100000143051
121,14,Sensation Seeking,2,4058.5
121,15,Negative Urgency,2,3622.600000143051
121,16,Sensation Seeking,1,5496.299999952316
121,17,Positive Urgency,2,9163.400000095367
121,18,Sensation Seeking,3,5556.400000095367
121,19,Premeditation,2,4203.400000095367
121,20,Positive Urgency,2,4198.599999904633
