subject_ID,question_number,factor,resp,rt
39,1,Perseverance,1,5546.299999952316
39,2,Premeditation,2,5016.200000047684
39,3,Positive Urgency,2,6022.300000190735
39,4,Perseverance,2,3513.7999999523163
39,5,Premeditation,2,5636.100000143051
39,6,Negative Urgency,4,29967.700000047684
39,7,Perseverance,2,38268.200000047684
39,8,Negative Urgency,3,3883.899999856949
39,9,Sensation Seeking,2,2676.0999999046326
39,10,Positive Urgency,2,3730
39,11,Perseverance,2,30648.39999985695
39,12,Premeditation,2,93099.09999990463
39,13,Negative Urgency,3,2374.9000000953674
39,14,Sensation Seeking,2,4812.299999952316
39,15,Negative Urgency,3,2742.9000000953674
39,16,Sensation Seeking,2,43434.60000014305
39,17,Positive Urgency,2,4057.0999999046326
39,18,Sensation Seeking,2,3820.899999856949
39,19,Premeditation,2,49997.60000014305
39,20,Positive Urgency,2,2104.7999999523163
