subject_ID,question_number,factor,resp,rt
2,1,Perseverance,1,3580
2,2,Premeditation,1,1963.5999999996275
2,3,Positive Urgency,2,3600.7999999998137
2,4,Perseverance,1,2177.199999999255
2,5,Premeditation,2,4308.199999999255
2,6,Negative Urgency,2,12740
2,7,Perseverance,2,4429.100000000559
2,8,Negative Urgency,3,6171.899999999441
2,9,Sensation Seeking,1,2476
2,10,Positive Urgency,1,2825.0999999996275
2,11,Perseverance,1,1859.8999999994412
2,12,Premeditation,2,2275.9000000003725
2,13,Negative Urgency,2,2330.2000000001863
2,14,Sensation Seeking,2,2425.899999999441
2,15,Negative Urgency,2,37236.200000000186
2,16,Sensation Seeking,1,4218.899999999441
2,17,Positive Urgency,2,4760.200000000186
2,18,Sensation Seeking,1,6636.100000000559
2,19,Premeditation,1,2711.300000000745
2,20,Positive Urgency,1,4044.9000000003725
