subject_ID,question_number,factor,resp,rt
21,1,Perseverance,2,5860.9000000059605
21,2,Premeditation,2,3597.6000000089407
21,3,Positive Urgency,1,5423.70000000298
21,4,Perseverance,2,3656.7000000029802
21,5,Premeditation,1,4257.20000000298
21,6,Negative Urgency,1,3741.7999999970198
21,7,Perseverance,2,3853.5
21,8,Negative Urgency,1,4781.70000000298
21,9,Sensation Seeking,2,3741
21,10,Positive Urgency,1,4558.5
21,11,Perseverance,2,2708.5999999940395
21,12,Premeditation,2,4127.29999999702
21,13,Negative Urgency,1,3094.5
21,14,Sensation Seeking,3,3912.7000000029802
21,15,Negative Urgency,1,3326.2999999970198
21,16,Sensation Seeking,1,3883.6000000089407
21,17,Positive Urgency,1,5304.5999999940395
21,18,Sensation Seeking,2,5242.4000000059605
21,19,Premeditation,2,2450.6000000089407
21,20,Positive Urgency,2,3222.9000000059605
