subject_ID,question_number,factor,resp,rt
228,1,Perseverance,1,8067
228,2,Premeditation,2,4045
228,3,Positive Urgency,4,9360
228,4,Perseverance,1,3464
228,5,Premeditation,2,7453
228,6,Negative Urgency,3,7101
228,7,Perseverance,1,6061
228,8,Negative Urgency,3,12757
228,9,Sensation Seeking,2,12908
228,10,Positive Urgency,2,5131
228,11,Perseverance,1,2370
228,12,Premeditation,2,5019
228,13,Negative Urgency,3,7199
228,14,Sensation Seeking,3,5958
228,15,Negative Urgency,4,4721
228,16,Sensation Seeking,4,7553
228,17,Positive Urgency,2,7982
228,18,Sensation Seeking,1,8654
228,19,Premeditation,2,6631
228,20,Positive Urgency,2,6281
