subject_ID,question_number,factor,resp,rt
34,1,Perseverance,1,8795
34,2,Premeditation,3,5560
34,3,Positive Urgency,2,6134
34,4,Perseverance,2,3511
34,5,Premeditation,3,4404
34,6,Negative Urgency,2,4646
34,7,Perseverance,3,9737
34,8,Negative Urgency,2,8196
34,9,Sensation Seeking,2,4100
34,10,Positive Urgency,2,3758
34,11,Perseverance,3,3750
34,12,Premeditation,2,3016
34,13,Negative Urgency,2,4140
34,14,Sensation Seeking,2,5815
34,15,Negative Urgency,2,3975
34,16,Sensation Seeking,3,5024
34,17,Positive Urgency,2,5624
34,18,Sensation Seeking,3,5394
34,19,Premeditation,3,4206
34,20,Positive Urgency,2,4413
