subject_ID,question_number,factor,resp,rt
82,1,Perseverance,1,7711.800000011921
82,2,Premeditation,2,4713.299999982119
82,3,Positive Urgency,2,7157.5
82,4,Perseverance,2,2300.5
82,5,Premeditation,2,2316.9000000059605
82,6,Negative Urgency,3,5923.9000000059605
82,7,Perseverance,2,4189
82,8,Negative Urgency,2,13569.09999999404
82,9,Sensation Seeking,3,3526.7999999821186
82,10,Positive Urgency,2,2957.9000000059605
82,11,Perseverance,2,2505.600000023842
82,12,Premeditation,2,4674
82,13,Negative Urgency,3,4306
82,14,Sensation Seeking,3,6722.200000017881
82,15,Negative Urgency,2,4107.100000023842
82,16,Sensation Seeking,3,2805.300000011921
82,17,Positive Urgency,2,4071.2000000178814
82,18,Sensation Seeking,3,4034
82,19,Premeditation,2,5110
82,20,Positive Urgency,2,10697.09999999404
