subject_ID,block_number,trial_number,phase,response_number,key,rt
29,3,29,delay,1,space,416
29,4,7,delay,1,space,1889
29,4,11,delay,1,space,295
29,4,19,delay,1,space,659
29,4,33,delay,1,space,631
29,4,41,delay,1,space,303
29,4,43,delay,1,j,51
29,4,43,delay,2,j,245
29,4,51,delay,1,space,388
29,4,51,delay,2,space,1095
29,4,51,delay,3,space,1764
29,5,1,delay,1,space,382
29,5,15,delay,1,space,430
29,6,9,delay,1,space,391
29,6,13,delay,1,space,874
29,6,21,delay,1,space,284
29,6,23,delay,1,space,221
29,6,29,delay,1,space,326
29,6,47,delay,1,space,458
29,6,51,delay,1,space,557
