subject_ID,block_number,trial_number,phase,response_number,key,rt
127,3,7,delay,1,space,489
127,3,43,delay,1,space,387
127,4,1,delay,1,space,241
127,4,3,delay,1,space,272
127,4,3,delay,2,space,1633
127,4,5,delay,1,space,238
127,4,7,delay,1,space,738
127,4,17,delay,1,space,498
127,4,29,delay,1,space,129
127,4,31,delay,1,space,97
127,4,33,delay,1,space,202
127,4,37,delay,1,space,858
127,4,41,delay,1,space,501
127,4,49,delay,1,space,9
127,4,49,delay,2,space,783
127,4,49,delay,3,space,1884
127,4,51,delay,1,space,347
127,4,51,delay,2,space,723
127,4,51,delay,3,space,1276
127,4,51,delay,4,space,2605
127,5,3,delay,1,space,216
127,5,5,delay,1,space,435
127,5,5,delay,2,space,1104
127,5,5,delay,3,space,1771
127,5,5,delay,4,space,2663
127,5,11,delay,1,space,513
127,5,13,delay,1,space,616
127,5,13,delay,2,space,1350
127,5,19,delay,1,space,651
127,5,27,delay,1,space,413
127,5,27,delay,2,space,1642
127,5,31,delay,1,space,76
127,5,31,delay,2,space,2291
127,5,33,delay,1,space,10
127,5,35,delay,1,space,97
127,5,35,delay,2,space,2273
127,5,37,delay,1,space,294
127,5,37,delay,2,space,916
127,5,37,delay,3,space,1469
127,5,43,delay,1,space,167
127,5,43,delay,2,space,1434
127,5,43,delay,3,space,2757
127,5,49,delay,1,space,342
127,5,49,delay,2,space,1167
127,5,51,delay,1,space,392
127,5,51,delay,2,space,1846
127,6,1,delay,1,space,416
127,6,5,delay,1,space,151
127,6,7,delay,1,space,234
127,6,7,delay,2,space,843
127,6,7,delay,3,space,2676
127,6,9,delay,1,space,501
127,6,11,delay,1,space,528
127,6,11,delay,2,space,1779
127,6,21,delay,1,space,295
127,6,23,delay,1,space,306
127,6,23,delay,2,space,898
127,6,27,delay,1,space,305
127,6,27,delay,2,space,802
127,6,35,delay,1,space,892
127,6,37,delay,1,space,559
127,6,37,delay,2,space,1889
127,6,39,delay,1,space,424
127,6,39,delay,2,space,1338
127,6,39,delay,3,j,1451
