subject_ID,question_number,factor,resp,rt
230,1,Perseverance,2,10070.299999982119
230,2,Premeditation,2,6219.0999999940395
230,3,Positive Urgency,3,7175.699999988079
230,4,Perseverance,2,4069.899999976158
230,5,Premeditation,2,3162.300000011921
230,6,Negative Urgency,3,7944.4000000059605
230,7,Perseverance,3,10285.699999988079
230,8,Negative Urgency,3,6763.5
230,9,Sensation Seeking,3,4134.5999999940395
230,10,Positive Urgency,3,2855.5999999940395
230,11,Perseverance,3,2556.699999988079
230,12,Premeditation,2,5272.200000017881
230,13,Negative Urgency,3,8633.800000011921
230,14,Sensation Seeking,3,2698.9000000059605
230,15,Negative Urgency,3,4819.699999988079
230,16,Sensation Seeking,1,8142.4000000059605
230,17,Positive Urgency,2,6786.199999988079
230,18,Sensation Seeking,3,4632.0999999940395
230,19,Premeditation,2,4741.700000017881
230,20,Positive Urgency,3,4653.699999988079
