subject_ID,block_number,trial_number,phase,response_number,key,rt
141,2,3,delay,1,space,298
141,3,1,delay,1,space,374
141,3,5,delay,1,space,431
141,3,9,delay,1,space,434
141,3,11,delay,1,space,1461
141,3,15,delay,1,space,213
141,3,19,delay,1,space,320
141,3,19,delay,2,j,1112
141,3,19,delay,3,space,2301
141,3,21,delay,1,space,313
141,3,25,delay,1,space,245
141,3,25,delay,2,space,1107
141,3,27,delay,1,space,250
141,3,29,delay,1,space,285
141,3,31,delay,1,space,315
141,3,33,delay,1,space,172
141,3,37,delay,1,space,303
141,3,37,delay,2,j,1196
141,3,37,delay,3,space,1871
141,3,39,delay,1,space,256
141,3,41,delay,1,space,267
141,3,43,delay,1,space,400
141,3,43,delay,2,space,1371
141,3,45,delay,1,space,286
141,3,47,delay,1,space,277
141,3,49,delay,1,space,268
141,3,51,delay,1,space,301
141,3,51,delay,2,space,874
141,4,3,delay,1,space,258
141,4,5,delay,1,space,327
141,4,7,delay,1,space,292
141,4,9,delay,1,space,113
141,4,11,delay,1,space,326
141,4,13,delay,1,space,269
141,4,17,delay,1,space,354
141,4,23,delay,1,space,315
141,4,23,delay,2,f,1596
141,4,25,delay,1,space,462
141,4,25,delay,2,space,793
141,4,25,delay,3,space,1460
141,4,31,delay,1,space,1057
141,4,33,delay,1,space,1015
141,4,39,delay,1,space,266
141,4,41,delay,1,space,301
141,4,45,delay,1,space,349
141,4,49,delay,1,space,271
141,5,1,delay,1,space,318
141,5,11,delay,1,space,294
141,5,13,delay,1,space,377
141,5,13,delay,2,f,407
141,5,21,delay,1,space,281
141,5,23,delay,1,space,340
141,5,29,delay,1,space,762
141,5,33,delay,1,space,364
141,5,35,delay,1,space,319
141,5,37,delay,1,space,269
141,6,1,delay,1,space,394
141,6,1,delay,2,space,891
141,6,3,delay,1,space,2697
141,6,5,delay,1,space,293
141,6,7,delay,1,space,262
141,6,9,delay,1,space,324
141,6,9,delay,2,f,1254
141,6,9,delay,3,f,2242
141,6,15,delay,1,space,278
141,6,15,delay,2,space,2902
141,6,19,delay,1,space,533
141,6,21,delay,1,space,342
141,6,21,delay,2,j,1001
141,6,21,delay,3,space,2348
141,6,21,delay,4,j,2665
141,6,35,delay,1,space,1601
141,6,39,delay,1,space,2221
141,6,41,delay,1,space,522
141,6,41,delay,2,j,1621
141,6,45,delay,1,space,688
