subject_ID,question_number,factor,resp,rt
20,1,Perseverance,3,4738.5999999940395
20,2,Premeditation,2,2164.199999988079
20,3,Positive Urgency,3,3450.600000023842
20,4,Perseverance,3,2455.399999976158
20,5,Premeditation,1,4273.9000000059605
20,6,Negative Urgency,4,4981.299999982119
20,7,Perseverance,4,5880.5999999940395
20,8,Negative Urgency,3,5157.5
20,9,Sensation Seeking,2,1805.5
20,10,Positive Urgency,3,2663.199999988079
20,11,Perseverance,4,2271.300000011921
20,12,Premeditation,1,2845.800000011921
20,13,Negative Urgency,3,3548.5
20,14,Sensation Seeking,2,10965.5
20,15,Negative Urgency,3,3437.5
20,16,Sensation Seeking,1,2617.4000000059605
20,17,Positive Urgency,1,3563.2000000178814
20,18,Sensation Seeking,3,8111.4000000059605
20,19,Premeditation,1,2086.899999976158
20,20,Positive Urgency,3,4011.199999988079
