subject_ID,question_number,factor,resp,rt
25,1,Perseverance,2,5237
25,2,Premeditation,2,2675
25,3,Positive Urgency,3,6760
25,4,Perseverance,2,2979
25,5,Premeditation,2,3148
25,6,Negative Urgency,3,5308
25,7,Perseverance,3,5240
25,8,Negative Urgency,3,4837
25,9,Sensation Seeking,2,6050
25,10,Positive Urgency,3,3890
25,11,Perseverance,2,2474
25,12,Premeditation,2,3137
25,13,Negative Urgency,3,2550
25,14,Sensation Seeking,3,3789
25,15,Negative Urgency,3,3700
25,16,Sensation Seeking,2,3812
25,17,Positive Urgency,3,7468
25,18,Sensation Seeking,1,3676
25,19,Premeditation,2,3204
25,20,Positive Urgency,3,2732
