subject_ID,question_number,factor,resp,rt
59,1,Perseverance,1,5884.899999856949
59,2,Premeditation,1,4709.300000190735
59,3,Positive Urgency,2,5565.400000095367
59,4,Perseverance,2,4980.599999904633
59,5,Premeditation,1,4965.400000095367
59,6,Negative Urgency,2,6668.700000047684
59,7,Perseverance,1,5365.5
59,8,Negative Urgency,2,7965.400000095367
59,9,Sensation Seeking,2,3900.5
59,10,Positive Urgency,2,3597.199999809265
59,11,Perseverance,1,2637.2999999523163
59,12,Premeditation,1,5749
59,13,Negative Urgency,1,4468.299999952316
59,14,Sensation Seeking,3,4813.400000095367
59,15,Negative Urgency,2,4524.599999904633
59,16,Sensation Seeking,3,3476.2000000476837
59,17,Positive Urgency,2,5885.100000143051
59,18,Sensation Seeking,2,8749.700000047684
59,19,Premeditation,2,8165.700000047684
59,20,Positive Urgency,2,4252.799999952316
