subject_ID,question_number,factor,resp,rt
83,1,Perseverance,1,8214.399999856949
83,2,Premeditation,2,5360
83,3,Positive Urgency,2,6873.799999952316
83,4,Perseverance,1,4840.5
83,5,Premeditation,2,6516.5
83,8,Negative Urgency,3,8732.099999904633
83,9,Sensation Seeking,2,6617.099999904633
83,10,Positive Urgency,2,5314.299999952316
83,11,Perseverance,1,3514.2000000476837
83,12,Premeditation,2,6843.599999904633
83,13,Negative Urgency,2,5686.700000047684
83,14,Sensation Seeking,2,8987.900000095367
83,15,Negative Urgency,2,5956.900000095367
83,16,Sensation Seeking,3,5075.799999952316
83,17,Positive Urgency,2,6902.599999904633
83,18,Sensation Seeking,3,6341.899999856949
83,19,Premeditation,2,4227.700000047684
83,20,Positive Urgency,2,4697.399999856949
