subject_ID,block_number,trial_number,phase,response_number,key,rt
218,2,2,delay,1,space,467
218,2,4,delay,1,space,597
218,3,3,delay,1,space,624
218,3,11,delay,1,space,498
218,3,25,delay,1,space,427
218,3,29,delay,1,space,446
218,3,37,delay,1,space,353
218,3,43,delay,1,space,312
218,3,51,delay,1,space,664
218,4,5,delay,1,space,356
218,4,15,delay,1,space,394
218,4,17,delay,1,space,385
218,4,27,delay,1,space,2140
218,4,31,delay,1,space,425
218,4,37,delay,1,space,384
218,4,43,delay,1,space,414
218,4,45,delay,1,space,439
218,5,31,delay,1,space,387
218,5,41,delay,1,space,387
218,6,3,delay,1,space,370
218,6,5,delay,1,space,356
218,6,7,delay,1,space,410
218,6,13,delay,1,space,399
218,6,15,delay,1,space,406
218,6,17,delay,1,space,400
218,6,27,delay,1,space,360
218,6,45,delay,1,space,440
