subject_ID,question_number,factor,resp,rt
54,1,Perseverance,1,7144.200000001118
54,2,Premeditation,1,2470.800000000745
54,3,Positive Urgency,2,4510.5999999996275
54,4,Perseverance,2,2967
54,5,Premeditation,2,3008.5999999996275
54,6,Negative Urgency,1,3352.2000000011176
54,7,Perseverance,2,5213.0999999996275
54,8,Negative Urgency,3,3552.5999999996275
54,9,Sensation Seeking,3,3288
54,10,Positive Urgency,1,3009.699999999255
54,11,Perseverance,2,3579.7000000011176
54,12,Premeditation,1,4203.799999998882
54,13,Negative Urgency,1,3051.4000000003725
54,14,Sensation Seeking,3,8174.89999999851
54,15,Negative Urgency,1,2747.300000000745
54,16,Sensation Seeking,3,3750.5999999996275
54,17,Positive Urgency,1,5041.5999999996275
54,18,Sensation Seeking,3,3770
54,19,Premeditation,1,3671.5999999996275
54,20,Positive Urgency,1,3790.4000000003725
