parameter,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS,sim
Intercept,1.8487470165,0.15292678125464151,1.5472230000000002,2.153476499999999,1.0028021825606346,2550.4979087925735,5060.965637120842,70
EV_ratio,2.121966352,0.17284146035405673,1.7835845000000001,2.467091,1.000630180771107,6215.434741006804,10590.773569092056,70
game1_outcome_num,0.0954689682518745,0.09101420488988336,-0.08934970999999997,0.2710706749999997,1.0002543876353724,13402.561732804004,13525.100125414445,70
delay_num,-0.0270653914388765,0.082187111578188,-0.18591984999999986,0.1359349749999999,1.0004836596353603,25380.477107216844,14347.270319366633,70
EV_ratio:game1_outcome_num,-0.2619471193899,0.145927307648729,-0.550833,0.0219559974999999,1.0000403911091422,21475.911604418125,15856.614535524353,70
EV_ratio:delay_num,0.62722904518,0.1389101681240957,0.35631650000000004,0.8989621000000001,1.0000435504839298,26656.102241361106,15653.07118710308,70
game1_outcome_num:delay_num,0.048291586955364,0.1705804502094505,-0.29184634999999987,0.37938509999999964,1.0001062030234176,25031.067725600897,15599.16317180661,70
EV_ratio:game1_outcome_num:delay_num,1.11115447335,0.27884884141459065,0.5557624250000001,1.6512725,0.9998910336551832,25978.61556306349,15892.534249587368,70
