subject_ID,block_number,trial_number,phase,response_number,key,rt
51,3,19,delay,1,space,312
51,3,19,delay,2,space,699
51,3,19,delay,3,space,1017
51,3,19,delay,4,space,1324
51,3,19,delay,5,space,1684
51,3,19,delay,6,space,2078
51,3,19,delay,7,space,2481
51,3,19,delay,8,space,2908
51,3,21,delay,1,space,328
51,3,21,delay,2,space,1231
51,3,23,delay,1,space,658
51,3,47,delay,1,space,409
51,4,9,delay,1,space,397
51,4,13,delay,1,space,299
51,4,27,delay,1,space,250
51,4,27,delay,2,space,561
51,4,27,delay,3,space,814
51,4,27,delay,4,space,1112
51,4,27,delay,5,space,1394
51,4,31,delay,1,space,7
51,4,31,delay,2,space,176
51,4,31,delay,3,space,332
51,4,31,delay,4,space,528
51,4,31,delay,5,space,1029
51,4,31,delay,6,space,1352
51,4,31,delay,7,space,1509
51,4,31,delay,8,space,1678
51,4,31,delay,9,space,1877
51,4,31,delay,10,space,2026
51,4,31,delay,11,space,2197
51,4,31,delay,12,space,2493
51,4,31,delay,13,space,2844
51,4,31,delay,14,space,2969
51,4,35,delay,1,space,136
51,4,35,delay,2,space,285
51,4,35,delay,3,space,616
51,4,35,delay,4,space,952
51,4,35,delay,5,space,1077
51,4,35,delay,6,space,1247
51,4,35,delay,7,space,1413
51,4,35,delay,8,space,1537
51,4,35,delay,9,space,1695
51,4,35,delay,10,space,1996
51,4,41,delay,1,space,29
51,4,41,delay,2,space,361
51,4,41,delay,3,space,2202
51,4,43,delay,1,space,104
51,4,43,delay,2,space,323
51,4,43,delay,3,space,1021
51,4,43,delay,4,space,1320
51,4,43,delay,5,space,2257
51,4,43,delay,6,space,2559
51,4,43,delay,7,space,2768
51,4,43,delay,8,space,2901
51,5,1,delay,1,space,72
51,5,1,delay,2,space,229
51,5,1,delay,3,space,384
51,5,1,delay,4,space,539
51,5,1,delay,5,space,822
51,5,1,delay,6,space,972
51,5,1,delay,7,space,1119
51,5,1,delay,8,space,1274
51,5,1,delay,9,space,1413
51,5,1,delay,10,space,1544
51,5,1,delay,11,space,1705
51,5,1,delay,12,space,2071
51,5,1,delay,13,space,2261
51,5,1,delay,14,space,2453
51,5,1,delay,15,space,2754
51,5,5,delay,1,space,16
51,5,5,delay,2,space,179
51,5,5,delay,3,space,513
51,5,5,delay,4,space,689
51,5,5,delay,5,space,1505
51,5,5,delay,6,space,1654
51,5,5,delay,7,space,1837
51,5,5,delay,8,space,2029
51,5,5,delay,9,space,2235
51,5,5,delay,10,space,2569
51,5,5,delay,11,space,2973
51,5,19,delay,1,space,94
51,5,19,delay,2,space,449
51,5,19,delay,3,space,1269
51,5,19,delay,4,space,1647
51,5,19,delay,5,space,1807
51,5,19,delay,6,space,1990
51,5,19,delay,7,space,2180
51,5,19,delay,8,space,2357
51,5,19,delay,9,space,2569
51,5,19,delay,10,space,2738
51,5,19,delay,11,space,2925
51,5,25,delay,1,space,35
51,5,25,delay,2,space,326
51,5,25,delay,3,space,590
51,5,25,delay,4,space,891
51,5,25,delay,5,space,1181
51,5,25,delay,6,space,1458
51,5,25,delay,7,space,1722
51,5,25,delay,8,space,2026
51,5,25,delay,9,space,2286
51,5,25,delay,10,space,2570
51,5,25,delay,11,space,2842
51,5,31,delay,1,space,95
51,5,31,delay,2,space,238
51,5,31,delay,3,space,404
51,5,31,delay,4,space,540
51,5,31,delay,5,space,681
51,5,31,delay,6,space,841
51,5,31,delay,7,space,1008
51,5,31,delay,8,space,1162
51,5,31,delay,9,space,1322
51,5,31,delay,10,space,1473
51,5,31,delay,11,space,1627
51,5,31,delay,12,space,1754
51,5,31,delay,13,space,1932
51,5,31,delay,14,space,2063
51,5,31,delay,15,space,2235
51,5,31,delay,16,space,2370
51,5,31,delay,17,space,2555
51,5,31,delay,18,space,2683
51,5,31,delay,19,space,2876
51,5,31,delay,20,space,3000
51,5,33,delay,1,space,89
51,5,33,delay,2,space,219
51,5,33,delay,3,space,415
51,5,33,delay,4,space,546
51,5,33,delay,5,space,693
51,5,33,delay,6,space,828
51,5,33,delay,7,space,993
51,5,33,delay,8,space,1149
51,5,33,delay,9,space,1278
51,5,33,delay,10,space,1419
51,5,33,delay,11,space,1579
51,5,33,delay,12,space,1707
51,5,33,delay,13,space,1849
51,5,33,delay,14,space,1987
51,5,33,delay,15,space,2156
51,5,33,delay,16,space,2282
51,5,33,delay,17,space,2449
