subject_ID,block_number,trial_number,phase,response_number,key,rt
16,2,4,delay,1,space,2579
16,3,11,delay,1,space,491
16,3,21,delay,1,space,2882
16,3,25,delay,1,space,2677
16,3,35,delay,1,space,556
16,3,37,delay,1,space,1007
16,3,39,delay,1,space,1376
16,3,41,delay,1,space,366
16,3,41,delay,2,space,2042
16,3,45,delay,1,space,1537
16,3,47,delay,1,space,174
16,4,1,delay,1,space,768
16,4,3,delay,1,space,901
16,4,3,delay,2,space,2898
16,4,9,delay,1,space,571
16,4,11,delay,1,space,406
16,4,21,delay,1,space,428
16,4,23,delay,1,space,674
16,4,27,delay,1,space,465
16,4,27,delay,2,space,2787
16,4,37,delay,1,space,528
16,4,39,delay,1,space,465
16,4,45,delay,1,space,2386
16,4,51,delay,1,space,528
16,5,3,delay,1,space,585
16,5,3,delay,2,space,1983
16,5,5,delay,1,space,432
16,5,9,delay,1,space,620
16,5,27,delay,1,space,493
16,5,27,delay,2,space,2240
16,5,39,delay,1,space,402
16,5,39,delay,2,space,2678
16,5,43,delay,1,space,473
16,5,43,delay,2,space,2765
16,5,49,delay,1,space,547
16,6,9,delay,1,space,2762
16,6,13,delay,1,space,720
16,6,17,delay,1,space,386
16,6,17,delay,2,space,2131
16,6,23,delay,1,space,384
16,6,23,delay,2,space,1884
16,6,27,delay,1,space,443
16,6,31,delay,1,space,533
16,6,31,delay,2,space,2645
16,6,41,delay,1,space,626
16,6,41,delay,2,space,2944
16,6,51,delay,1,space,443
16,6,51,delay,2,space,1462
16,6,51,delay,3,space,2621
