subject_ID,block_number,trial_number,phase,response_number,key,rt
23,2,4,delay,1,space,292
23,3,15,delay,1,space,143
23,3,17,delay,1,space,697
23,3,17,delay,2,space,990
23,3,21,delay,1,space,374
23,3,31,delay,1,space,1131
23,3,37,delay,1,space,584
23,3,37,delay,2,space,2814
23,3,43,delay,1,space,500
23,4,17,delay,1,space,494
23,4,17,delay,2,space,1039
23,4,17,delay,3,space,1372
23,4,17,delay,4,space,1649
23,4,17,delay,5,space,1982
23,4,21,delay,1,space,454
23,4,29,delay,1,space,584
23,4,29,delay,2,space,2174
23,4,39,delay,1,space,2100
23,4,49,delay,1,space,1
23,4,49,delay,2,space,288
23,5,1,delay,1,space,135
23,5,7,delay,1,space,402
23,5,19,delay,1,space,322
23,5,25,delay,1,space,1069
23,5,29,delay,1,space,1775
23,5,33,delay,1,space,1292
23,5,33,delay,2,space,1489
23,5,33,delay,3,space,1742
23,5,33,delay,4,space,2125
23,5,33,delay,5,space,2347
23,5,33,delay,6,space,2660
23,5,33,delay,7,space,2976
23,5,35,delay,1,space,306
23,5,39,delay,1,space,1016
23,5,45,delay,1,space,1488
23,5,45,delay,2,space,1656
23,5,45,delay,3,space,1867
23,5,45,delay,4,space,2079
23,5,45,delay,5,space,2212
23,5,45,delay,6,space,2420
23,5,45,delay,7,space,2624
23,5,51,delay,1,space,666
23,6,5,delay,1,space,1508
23,6,19,delay,1,space,1567
23,6,27,delay,1,space,315
23,6,29,delay,1,space,267
