subject_ID,block_number,trial_number,phase,response_number,key,rt
42,4,23,delay,1,space,1280
42,4,33,delay,1,space,661
42,4,43,delay,1,space,740
42,5,1,delay,1,space,264
42,5,23,delay,1,space,522
42,5,23,delay,2,space,2752
42,5,31,delay,1,space,543
42,5,33,delay,1,space,532
42,6,3,delay,1,space,541
42,6,5,delay,1,space,637
42,6,19,delay,1,space,404
42,6,31,delay,1,space,422
42,6,33,delay,1,space,1004
42,6,41,delay,1,space,356
42,6,47,delay,1,space,390
42,6,47,delay,2,space,1925
42,6,49,delay,1,space,319
