subject_ID,block_number,trial_number,phase,response_number,key,rt
12,3,3,delay,1,space,480
12,3,5,delay,1,space,463
12,3,23,delay,1,space,2311
12,3,25,delay,1,space,347
12,3,25,delay,2,space,2416
12,3,33,delay,1,space,163
12,3,33,delay,2,space,1171
12,3,33,delay,3,space,2079
12,3,37,delay,1,space,361
12,4,5,delay,1,space,372
12,4,5,delay,2,space,2099
12,4,19,delay,1,space,417
12,4,23,delay,1,space,508
12,4,23,delay,2,space,976
12,4,23,delay,3,space,2237
12,4,27,delay,1,space,410
12,4,29,delay,1,space,455
12,4,29,delay,2,space,881
12,4,29,delay,3,space,1258
12,4,29,delay,4,space,1677
12,4,29,delay,5,space,2053
12,4,29,delay,6,space,3003
12,4,39,delay,1,space,278
12,4,39,delay,2,space,751
12,5,3,delay,1,space,386
12,5,21,delay,1,space,360
12,5,25,delay,1,space,398
12,5,31,delay,1,space,340
12,5,45,delay,1,space,328
12,6,3,delay,1,space,330
12,6,17,delay,1,space,421
