parameter,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS,sim
Intercept,1.6878506385,0.1399020517386409,1.4139895,1.9642604999999997,1.0028849231392678,2948.3017873596646,6377.6698375112555,69
EV_ratio,2.8431238525,0.20056015059972326,2.4497287500000002,3.2361619999999998,1.000581270106765,5989.272141185913,9984.425515885998,69
game1_outcome_num,-0.194735866855255,0.10241029708626878,-0.399616325,-3.2579840000014756e-4,1.0000800018517544,13462.369669565574,16441.696835329923,69
delay_num,-1.9733304616500005e-4,0.08147853939102882,-0.15853317499999997,0.15990567499999966,1.0000943357683965,28720.101282250547,15758.996247919662,69
EV_ratio:game1_outcome_num,0.174801571806815,0.15787780561011913,-0.14070234999999992,0.48431152499999897,1.0005091897420892,22765.216781382176,16976.343345792404,69
EV_ratio:delay_num,0.335693977814515,0.145853721940846,0.045471190000000036,0.623321675,1.0000123182995868,29935.155865430723,16282.296814353776,69
game1_outcome_num:delay_num,-0.5440892066645,0.1742960305570854,-0.891763375,-0.21302342500000013,1.0001456239810513,20633.102904633444,14798.937366617978,69
EV_ratio:game1_outcome_num:delay_num,-0.413841830046219,0.29149845095275845,-0.9875777749999998,0.16177669999999925,1.0003001360313821,22623.653894751715,15862.511467502502,69
