parameter,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS,sim
Intercept,1.5834719655,0.13001991983980596,1.33291975,1.8426829999999998,1.00169614367409,2475.5222472154524,4835.505556927695,71
EV_ratio,2.301136123,0.17323777517041763,1.9615282500000002,2.6439477499999993,1.0008244640136068,5086.7948114034725,9409.211726590936,71
game1_outcome_num,0.024345253044865,0.0800960935108969,-0.13355312500000002,0.18075437499999944,1.0000625414663498,23863.06026213656,15742.70258690199,71
delay_num,0.0721423467917535,0.08510354397982528,-0.09327658999999999,0.23843772499999985,1.0000168907986617,22783.23831093231,15936.789093434163,71
EV_ratio:game1_outcome_num,0.4444327873806,0.1496577286307267,0.146421075,0.7380075749999997,1.0000392027405183,21250.360054999983,15905.09564198747,71
EV_ratio:delay_num,0.484905577259,0.14143317766712493,0.20522110000000002,0.7619945749999997,1.0001223239683281,26702.052030200826,15748.838821378133,71
game1_outcome_num:delay_num,-0.35909279920006,0.16144422934324654,-0.6810693249999998,-0.04513152750000023,1.0002719809597351,21877.695108579323,15912.746619458256,71
EV_ratio:game1_outcome_num:delay_num,-0.878025647584,0.270680962112329,-1.4157784999999998,-0.35212660000000073,0.9999530720488379,25496.029348316504,15693.316622207214,71
