parameter,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS,sim
Intercept,1.23570422685,0.13968269468921649,0.9603913,1.5104842499999998,1.0015189162853415,2427.5694951422684,5566.282817956598,88
EV_ratio,2.4496058985,0.17355333799391223,2.11343525,2.7948604999999995,1.0003292009731208,5970.179900689347,9877.471434459554,88
game1_outcome_num,-0.069590640690653,0.07907122874580323,-0.223992425,0.08786930999999983,1.0000808053577963,25470.281804023045,16441.028337498046,88
delay_num,0.12543664150623,0.07670804254622846,-0.024747132499999994,0.2763794249999998,1.0001333499861724,28387.748576671547,15296.646091966742,88
EV_ratio:game1_outcome_num,0.06651571790348924,0.13351784804683237,-0.19532519999999998,0.3279831999999995,0.9999232828726936,31507.86095008303,16735.341309564305,88
EV_ratio:delay_num,0.473056264284,0.13484320740384492,0.208396325,0.7370092249999995,1.0001701749170189,30011.853891950836,17335.775697154757,88
game1_outcome_num:delay_num,-0.0225035081645405,0.1416782802439732,-0.3020558,0.2531824249999997,1.0000365891317982,35234.82915213343,15767.968718688682,88
EV_ratio:game1_outcome_num:delay_num,-0.338011542494075,0.25872433721711385,-0.8512925249999999,0.16761769999999984,1.0001018770906007,37392.11968322978,16209.93558673346,88
