subject_ID,block_number,trial_number,phase,response_number,key,rt
31,3,1,delay,1,j,354
31,3,23,delay,1,space,280
31,3,23,delay,2,space,2064
31,3,41,delay,1,space,474
31,4,11,delay,1,space,433
31,4,15,delay,1,space,1648
31,4,15,delay,2,space,2162
31,4,21,delay,1,space,53
31,4,21,delay,2,space,360
31,4,29,delay,1,space,619
31,4,39,delay,1,space,563
31,4,41,delay,1,space,1647
31,5,5,delay,1,j,56
31,5,5,delay,2,space,392
31,5,5,delay,3,j,1441
31,5,9,delay,1,space,264
31,5,9,delay,2,space,1877
31,5,11,delay,1,space,544
31,5,11,delay,2,space,2519
31,5,15,delay,1,space,600
31,5,35,delay,1,space,469
31,5,39,delay,1,space,14
31,5,45,delay,1,space,86
31,5,45,delay,2,space,534
31,5,49,delay,1,space,500
31,5,49,delay,2,space,2615
31,6,15,delay,1,j,195
31,6,19,delay,1,space,958
31,6,23,delay,1,space,2870
31,6,25,delay,1,space,1933
31,6,33,delay,1,space,459
31,6,35,delay,1,space,425
31,6,47,delay,1,space,437
31,6,47,delay,2,space,2410
