subject_ID,block_number,trial_number,phase,response_number,key,rt
5,3,17,delay,1,space,422
5,3,21,delay,1,space,441
5,3,25,delay,1,space,423
5,4,1,delay,1,space,486
5,4,5,delay,1,space,377
5,4,19,delay,1,space,309
5,4,33,delay,1,space,230
5,4,35,delay,1,space,322
5,4,43,delay,1,space,283
5,5,9,delay,1,space,267
5,5,21,delay,1,space,323
5,5,23,delay,1,space,315
5,5,25,delay,1,space,286
5,5,27,delay,1,space,286
5,6,5,delay,1,space,133
5,6,9,delay,1,space,306
5,6,21,delay,1,space,336
5,6,23,delay,1,space,244
5,6,27,delay,1,space,396
5,6,31,delay,1,space,301
5,6,41,delay,1,space,239
