subject_ID,block_number,trial_number,phase,response_number,key,rt
14,3,11,delay,1,space,380
14,3,15,delay,1,space,428
14,3,21,delay,1,space,416
14,3,25,delay,1,space,360
14,3,27,delay,1,space,424
14,3,29,delay,1,space,406
14,3,31,delay,1,space,384
14,3,37,delay,1,space,381
14,3,41,delay,1,space,386
14,4,5,delay,1,j,455
14,4,17,delay,1,space,392
14,4,31,delay,1,space,320
14,4,35,delay,1,space,348
14,4,39,delay,1,space,307
14,4,45,delay,1,space,359
14,4,49,delay,1,space,362
14,5,7,delay,1,space,300
14,5,9,delay,1,space,486
14,5,25,delay,1,space,262
14,5,27,delay,1,space,333
14,5,29,delay,1,space,272
14,5,41,delay,1,space,299
14,6,1,delay,1,space,418
14,6,3,delay,1,space,286
14,6,5,delay,1,space,446
14,6,7,delay,1,space,360
14,6,9,delay,1,space,547
14,6,11,delay,1,space,2333
14,6,25,delay,1,space,277
14,6,41,delay,1,space,288
14,6,45,delay,1,space,355
