subject_ID,block_number,trial_number,phase,response_number,key,rt
13,3,5,delay,1,space,638
13,3,17,delay,1,space,415
13,3,31,delay,1,space,449
13,3,39,delay,1,space,506
13,3,47,delay,1,space,955
13,4,1,delay,1,space,2236
13,4,5,delay,1,space,2751
13,4,15,delay,1,space,442
13,4,17,delay,1,space,874
13,4,25,delay,1,space,598
13,4,39,delay,1,space,369
13,4,39,delay,2,space,736
13,4,43,delay,1,space,430
13,5,1,delay,1,space,410
13,5,21,delay,1,space,389
13,5,21,delay,2,space,2309
13,5,25,delay,1,space,512
13,5,25,delay,2,space,911
13,5,29,delay,1,space,524
13,5,31,delay,1,space,765
13,5,41,delay,1,space,348
13,5,47,delay,1,space,712
13,6,7,delay,1,space,398
13,6,11,delay,1,space,361
13,6,13,delay,1,space,627
13,6,15,delay,1,space,1508
13,6,31,delay,1,space,581
13,6,35,delay,1,space,340
13,6,39,delay,1,space,711
