subject_ID,block_number,trial_number,phase,response_number,key,rt
49,3,3,delay,1,j,2828
49,3,15,delay,1,space,206
49,3,25,delay,1,space,25
49,3,27,delay,1,space,271
49,3,43,delay,1,space,316
49,4,5,delay,1,space,62
49,4,13,delay,1,space,43
49,4,17,delay,1,space,32
49,4,17,delay,2,space,273
49,4,25,delay,1,space,203
49,4,33,delay,1,space,305
49,4,35,delay,1,space,210
49,4,35,delay,2,space,441
49,4,39,delay,1,space,283
49,5,1,delay,1,space,322
49,5,3,delay,1,space,48
49,5,3,delay,2,space,253
49,5,3,delay,3,space,466
49,5,7,delay,1,space,79
49,5,9,delay,1,space,130
49,5,19,delay,1,space,163
49,5,19,delay,2,space,347
49,5,23,delay,1,space,40
49,5,23,delay,2,space,345
49,5,25,delay,1,space,2
49,5,27,delay,1,space,196
49,5,27,delay,2,space,348
49,5,29,delay,1,space,205
49,5,33,delay,1,space,147
49,5,47,delay,1,space,15
49,5,47,delay,2,f,85
49,5,47,delay,3,space,243
49,5,49,delay,1,space,171
49,5,49,delay,2,space,544
49,6,1,delay,1,space,62
49,6,1,delay,2,space,435
49,6,1,delay,3,space,674
49,6,1,delay,4,space,932
49,6,3,delay,1,space,131
49,6,5,delay,1,space,147
49,6,5,delay,2,space,473
49,6,7,delay,1,space,73
49,6,15,delay,1,space,199
49,6,17,delay,1,space,138
49,6,19,delay,1,space,198
49,6,21,delay,1,space,86
49,6,21,delay,2,space,294
49,6,27,delay,1,space,185
49,6,43,delay,1,space,165
