subject_ID,block_number,trial_number,phase,response_number,key,rt
22,3,5,delay,1,space,349
22,3,27,delay,1,space,370
22,3,35,delay,1,space,2513
22,4,3,delay,1,space,92
22,4,9,delay,1,space,870
22,4,15,delay,1,space,2253
22,4,19,delay,1,space,562
22,4,19,delay,2,space,1175
22,4,19,delay,3,space,2615
22,4,27,delay,1,space,519
22,4,43,delay,1,space,95
22,5,1,delay,1,space,64
22,5,1,delay,2,space,489
22,5,3,delay,1,space,643
22,5,5,delay,1,space,706
22,5,7,delay,1,space,2091
22,5,15,delay,1,space,1094
22,5,17,delay,1,space,846
22,5,19,delay,1,space,1347
22,5,19,delay,2,space,1939
22,5,21,delay,1,space,584
22,5,25,delay,1,space,194
22,5,25,delay,2,space,2591
22,5,29,delay,1,space,256
22,5,29,delay,2,space,922
22,5,39,delay,1,space,704
22,5,49,delay,1,space,723
22,6,3,delay,1,space,634
22,6,3,delay,2,space,2656
22,6,5,delay,1,space,577
22,6,7,delay,1,space,1403
22,6,7,delay,2,space,1970
22,6,7,delay,3,space,2570
22,6,11,delay,1,space,431
22,6,13,delay,1,space,743
22,6,13,delay,2,space,1334
22,6,13,delay,3,space,2888
22,6,19,delay,1,space,173
22,6,19,delay,2,space,2007
22,6,23,delay,1,space,125
22,6,23,delay,2,space,546
22,6,23,delay,3,space,1081
22,6,23,delay,4,space,1512
22,6,23,delay,5,space,2880
22,6,31,delay,1,space,754
22,6,41,delay,1,space,840
22,6,41,delay,2,space,1287
22,6,41,delay,3,space,1695
22,6,43,delay,1,space,737
22,6,43,delay,2,space,2114
