subject_ID,block_number,trial_number,phase,response_number,key,rt
15,3,21,delay,1,j,484
15,3,27,delay,1,space,108
15,3,27,delay,2,space,495
15,3,29,delay,1,space,234
15,3,37,delay,1,space,360
15,3,41,delay,1,space,403
15,3,45,delay,1,space,390
15,4,13,delay,1,space,397
15,4,21,delay,1,space,300
15,4,29,delay,1,space,325
15,4,35,delay,1,space,232
15,5,3,delay,1,space,305
15,5,5,delay,1,space,286
15,5,15,delay,1,space,294
15,5,35,delay,1,space,385
15,6,9,delay,1,space,165
15,6,25,delay,1,space,286
15,6,35,delay,1,space,125
