subject_ID,block_number,trial_number,phase,response_number,key,rt
23,3,5,delay,1,space,328
23,3,27,delay,1,space,276
23,4,15,delay,1,space,318
23,4,15,delay,2,f,992
23,4,19,delay,1,space,32
23,4,19,delay,2,space,547
23,4,23,delay,1,space,213
23,4,29,delay,1,space,271
23,4,37,delay,1,space,61
23,4,45,delay,1,space,209
23,5,3,delay,1,space,85
23,5,11,delay,1,space,222
23,5,13,delay,1,space,176
23,5,19,delay,1,space,65
23,5,25,delay,1,space,70
23,5,39,delay,1,space,272
23,5,43,delay,1,space,174
23,6,9,delay,1,space,118
23,6,13,delay,1,space,83
23,6,15,delay,1,space,156
23,6,17,delay,1,space,35
23,6,19,delay,1,space,47
23,6,23,delay,1,space,246
23,6,27,delay,1,space,44
23,6,29,delay,1,space,125
23,6,33,delay,1,space,50
23,6,35,delay,1,space,62
23,6,37,delay,1,space,40
23,6,41,delay,1,space,166
23,6,45,delay,1,space,43
23,6,47,delay,1,space,41
