subject_ID,question_number,factor,resp,rt
61,1,Perseverance,1,35388.40000000037
61,2,Premeditation,2,31405.599999999627
61,3,Positive Urgency,1,35590.699999999255
61,4,Perseverance,2,39206.40000000037
61,5,Premeditation,2,23902.199999999255
61,6,Negative Urgency,2,52982.09999999963
61,7,Perseverance,4,25557.79999999888
61,8,Negative Urgency,1,20246
61,9,Sensation Seeking,3,13886.099999999627
61,10,Positive Urgency,1,20582.900000000373
61,11,Perseverance,2,12981.599999999627
61,12,Premeditation,1,53367.09999999963
61,13,Negative Urgency,2,15454
61,14,Sensation Seeking,2,17911.200000001118
61,15,Negative Urgency,2,16702.199999999255
61,16,Sensation Seeking,3,18117.900000000373
61,17,Positive Urgency,2,65917.40000000037
61,18,Sensation Seeking,2,16502.10000000149
61,19,Premeditation,2,12998.400000000373
61,20,Positive Urgency,2,16526.10000000149
