subject_ID,question_number,factor,resp,rt
87,1,Perseverance,2,5412.39999999851
87,2,Premeditation,1,5577.9000000003725
87,3,Positive Urgency,1,6296.300000000745
87,4,Perseverance,3,13757.599999999627
87,5,Premeditation,1,6138
87,6,Negative Urgency,1,5406.9000000003725
87,7,Perseverance,2,6354.5
87,8,Negative Urgency,2,7787.60000000149
87,9,Sensation Seeking,3,28538.699999999255
87,10,Positive Urgency,1,11956.900000000373
87,11,Perseverance,2,4909.700000001118
87,12,Premeditation,1,7283.10000000149
87,13,Negative Urgency,1,4506.5
87,14,Sensation Seeking,3,8915.200000001118
87,15,Negative Urgency,1,37098.79999999888
87,16,Sensation Seeking,3,5838.800000000745
87,17,Positive Urgency,2,7807
87,18,Sensation Seeking,3,13655.60000000149
87,19,Premeditation,1,16124
87,20,Positive Urgency,2,5210.4000000003725
