subject_ID,block_number,trial_number,phase,response_number,key,rt
subject_ID,block_number,trial_number,phase,response_number,key,rt
87,3,9,delay,1,space,254
87,3,13,delay,1,space,309
87,3,19,delay,1,space,283
87,3,23,delay,1,space,338
87,3,29,delay,1,space,261
87,3,31,delay,1,space,464
87,3,35,delay,1,space,504
87,3,39,delay,1,space,60
87,3,41,delay,1,space,275
87,3,45,delay,1,space,380
87,3,45,delay,2,space,1281
87,3,47,delay,1,space,449
87,3,49,delay,1,space,39
87,4,1,delay,1,space,530
87,4,15,delay,1,space,2263
87,4,17,delay,1,space,2420
87,4,27,delay,1,space,152
87,4,29,delay,1,space,460
87,4,31,delay,1,space,286
87,4,41,delay,1,space,258
87,4,43,delay,1,space,153
87,4,45,delay,1,space,37
87,4,47,delay,1,space,64
87,5,5,delay,1,space,276
87,5,7,delay,1,space,264
87,5,25,delay,1,space,281
87,5,31,delay,1,space,346
87,5,37,delay,1,space,269
87,6,7,delay,1,space,283
87,6,9,delay,1,space,311
87,6,11,delay,1,space,193
87,6,15,delay,1,space,432
87,6,17,delay,1,space,204
87,6,19,delay,1,space,257
87,6,21,delay,1,space,390
87,6,29,delay,1,space,435
87,6,33,delay,1,space,1775
87,6,37,delay,1,space,459
87,6,39,delay,1,space,449
