subject_ID,block_number,trial_number,phase,response_number,key,rt
82,3,29,delay,1,space,2991
82,3,49,delay,1,space,1832
82,4,3,delay,1,space,440
82,4,9,delay,1,space,588
82,4,9,delay,2,space,1293
82,4,9,delay,3,space,1720
82,4,19,delay,1,space,2543
82,4,21,delay,1,space,1094
82,4,23,delay,1,space,2311
82,4,31,delay,1,space,1851
82,5,1,delay,1,space,372
82,5,5,delay,1,space,434
82,5,5,delay,2,space,1043
82,5,5,delay,3,space,1641
82,5,5,delay,4,space,2256
82,5,5,delay,5,space,2829
82,5,21,delay,1,space,1925
82,5,29,delay,1,space,396
82,5,31,delay,1,space,1005
82,5,35,delay,1,space,322
82,5,35,delay,2,space,2232
82,5,37,delay,1,space,1602
82,6,17,delay,1,space,358
