subject_ID,block_number,trial_number,phase,response_number,key,rt
109,2,2,delay,1,space,145
109,3,1,delay,1,j,268
109,3,3,delay,1,space,6
109,3,3,delay,2,space,281
109,3,5,delay,1,space,98
109,3,7,delay,1,space,84
109,3,13,delay,1,space,45
109,3,17,delay,1,space,33
109,3,23,delay,1,space,225
109,3,25,delay,1,space,108
109,3,25,delay,2,space,450
109,3,39,delay,1,space,447
109,3,39,delay,2,space,1128
109,3,47,delay,1,space,153
109,3,47,delay,2,space,583
109,3,51,delay,1,space,65
109,4,1,delay,1,space,214
109,4,9,delay,1,space,248
109,4,13,delay,1,space,161
109,4,15,delay,1,space,158
109,4,27,delay,1,space,206
109,4,33,delay,1,space,415
109,4,35,delay,1,space,50
109,4,39,delay,1,space,192
109,4,47,delay,1,space,36
109,4,49,delay,1,space,85
109,5,1,delay,1,space,340
109,5,3,delay,1,space,114
109,5,3,delay,2,space,756
109,5,13,delay,1,space,18
109,5,15,delay,1,space,350
109,5,17,delay,1,space,1436
109,5,19,delay,1,space,68
109,5,21,delay,1,space,411
109,5,27,delay,1,space,702
109,5,31,delay,1,space,214
109,5,31,delay,2,space,1783
109,5,35,delay,1,space,256
109,5,35,delay,2,space,1306
109,5,37,delay,1,space,401
109,5,43,delay,1,space,446
109,5,43,delay,2,space,979
109,5,45,delay,1,space,292
109,5,47,delay,1,space,342
109,5,49,delay,1,space,420
109,5,51,delay,1,space,674
109,6,1,delay,1,space,518
109,6,1,delay,2,space,1023
109,6,3,delay,1,space,278
109,6,15,delay,1,space,239
109,6,17,delay,1,space,727
109,6,19,delay,1,space,1731
109,6,19,delay,2,space,2267
109,6,21,delay,1,space,292
109,6,31,delay,1,space,372
109,6,33,delay,1,space,651
109,6,35,delay,1,space,206
109,6,37,delay,1,space,436
109,6,39,delay,1,space,2008
109,6,43,delay,1,space,532
109,6,43,delay,2,space,1690
