subject_ID,block_number,trial_number,phase,response_number,key,rt
128,2,3,delay,1,space,82
128,3,17,delay,1,space,182
128,3,23,delay,1,space,686
128,3,27,delay,1,space,15
128,3,29,delay,1,space,167
128,3,29,delay,2,space,992
128,3,33,delay,1,space,1223
128,3,33,delay,2,space,2122
128,3,37,delay,1,space,46
128,3,47,delay,1,space,1761
128,4,3,delay,1,space,406
128,4,5,delay,1,space,391
128,4,7,delay,1,space,448
128,4,13,delay,1,space,198
128,4,27,delay,1,space,512
128,4,29,delay,1,space,2381
128,4,33,delay,1,space,401
128,4,35,delay,1,space,390
128,5,11,delay,1,space,421
128,5,13,delay,1,space,87
128,5,17,delay,1,space,814
128,5,25,delay,1,space,1096
128,5,27,delay,1,space,434
128,5,33,delay,1,space,132
128,5,35,delay,1,space,406
128,5,37,delay,1,space,485
128,6,1,delay,1,space,577
128,6,9,delay,1,space,584
128,6,11,delay,1,space,441
128,6,11,delay,2,space,2291
128,6,13,delay,1,space,2271
128,6,23,delay,1,space,590
128,6,27,delay,1,space,196
128,6,27,delay,2,space,2031
128,6,29,delay,1,space,581
128,6,37,delay,1,space,993
128,6,43,delay,1,space,2702
128,6,49,delay,1,space,1962
