subject_ID,question_number,factor,resp,rt
12,1,Perseverance,1,32945.5
12,2,Premeditation,1,6068.899999976158
12,3,Positive Urgency,2,12309.899999976158
12,4,Perseverance,2,7117.399999976158
12,5,Premeditation,1,9397.299999952316
12,6,Negative Urgency,3,13157.299999952316
12,7,Perseverance,2,12348.899999976158
12,8,Negative Urgency,2,14605.299999952316
12,9,Sensation Seeking,2,6429.399999976158
12,10,Positive Urgency,2,8725.299999952316
12,11,Perseverance,3,7197.199999928474
12,12,Premeditation,1,9900.899999976158
12,13,Negative Urgency,3,8613.5
12,14,Sensation Seeking,2,10677.699999928474
12,15,Negative Urgency,3,7069.299999952316
12,16,Sensation Seeking,3,7173.699999928474
12,17,Positive Urgency,1,10989.199999928474
12,18,Sensation Seeking,3,10117.600000023842
12,19,Premeditation,1,5373.099999904633
12,20,Positive Urgency,2,6301.199999928474
