subject_ID,question_number,factor,resp,rt
10,1,Perseverance,1,5695.799999713898
10,2,Premeditation,2,1536
10,3,Positive Urgency,3,1248.5999999046326
10,4,Perseverance,1,4740.799999713898
10,5,Premeditation,1,3018.599999904633
10,6,Negative Urgency,3,1293.0999999046326
10,7,Perseverance,2,2814.400000095367
10,8,Negative Urgency,3,1980.5999999046328
10,9,Sensation Seeking,2,4456.699999809265
10,10,Positive Urgency,3,2008.5999999046328
10,11,Perseverance,2,4754.799999713898
10,12,Premeditation,2,1668.5
10,13,Negative Urgency,3,2984.7999997138977
10,14,Sensation Seeking,2,1184.6999998092651
10,15,Negative Urgency,3,1806.5999999046328
10,16,Sensation Seeking,1,5176.699999809265
10,17,Positive Urgency,2,2244.599999904633
10,18,Sensation Seeking,3,1382.7999997138977
10,19,Premeditation,2,4782.599999904633
10,20,Positive Urgency,2,2458.699999809265
