subject_ID,question_number,factor,resp,rt
128,1,Perseverance,1,5199.300000011921
128,2,Premeditation,2,3651.5
128,3,Positive Urgency,3,4561.800000011921
128,4,Perseverance,2,3567.300000011921
128,5,Premeditation,2,4326.299999982119
128,6,Negative Urgency,2,5320.300000011921
128,7,Perseverance,2,3318.4000000059605
128,8,Negative Urgency,2,6539.9000000059605
128,9,Sensation Seeking,3,2758.7000000178814
128,10,Positive Urgency,2,3380.4000000059605
128,11,Perseverance,2,2483.199999988079
128,12,Premeditation,2,2448
128,13,Negative Urgency,2,3121.399999976158
128,14,Sensation Seeking,3,3168.5
128,15,Negative Urgency,2,3505
128,16,Sensation Seeking,3,2875.0999999940395
128,17,Positive Urgency,2,3841.5
128,18,Sensation Seeking,3,5191.0999999940395
128,19,Premeditation,2,2402.9000000059605
128,20,Positive Urgency,2,3627
