subject_ID,question_number,factor,resp,rt
108,1,Perseverance,2,9065.599999904633
108,2,Premeditation,2,3882.599999904633
108,3,Positive Urgency,2,7169.700000047684
108,4,Perseverance,2,4003.100000143051
108,5,Premeditation,2,5297
108,6,Negative Urgency,2,5458
108,7,Perseverance,2,5279.399999856949
108,8,Negative Urgency,3,9481.700000047684
108,9,Sensation Seeking,2,4183.199999809265
108,10,Positive Urgency,2,4458.900000095367
108,11,Perseverance,2,3853.700000047684
108,12,Premeditation,2,5758.600000143051
108,13,Negative Urgency,3,5964.900000095367
108,14,Sensation Seeking,3,6792.399999856949
108,15,Negative Urgency,3,5249.600000143051
108,16,Sensation Seeking,1,5307.5
108,17,Positive Urgency,1,6055.200000047684
108,18,Sensation Seeking,1,5617.299999952316
108,19,Premeditation,2,5458.399999856949
108,20,Positive Urgency,2,5257.5
