subject_ID,question_number,factor,resp,rt
14,1,Perseverance,1,6590.699999999255
14,2,Premeditation,1,2601.300000000745
14,3,Positive Urgency,1,3628.199999999255
14,4,Perseverance,1,3159.60000000149
14,5,Premeditation,1,3359.29999999702
14,6,Negative Urgency,1,6474.300000000745
14,7,Perseverance,1,3907.60000000149
14,8,Negative Urgency,1,6763.199999999255
14,9,Sensation Seeking,4,3638
14,10,Positive Urgency,1,2721.900000002235
14,11,Perseverance,1,3578.199999999255
14,12,Premeditation,1,3449
14,13,Negative Urgency,1,3209.400000002235
14,14,Sensation Seeking,4,6263.89999999851
14,15,Negative Urgency,1,4195.900000002235
14,16,Sensation Seeking,4,4769.79999999702
14,17,Positive Urgency,1,4257.699999999255
14,18,Sensation Seeking,4,4166.199999999255
14,19,Premeditation,1,3598.39999999851
14,20,Positive Urgency,1,3188.5
