subject_ID,question_number,factor,resp,rt
20,1,Perseverance,1,7689
20,2,Premeditation,1,4052
20,3,Positive Urgency,1,8743
20,4,Perseverance,1,3078
20,5,Premeditation,1,3736
20,6,Negative Urgency,1,3831
20,7,Perseverance,1,5671
20,8,Negative Urgency,3,10870
20,9,Sensation Seeking,2,10431
20,10,Positive Urgency,1,3600
20,11,Perseverance,1,5397
20,12,Premeditation,1,18175
20,13,Negative Urgency,2,3607
20,14,Sensation Seeking,3,4125
20,15,Negative Urgency,2,3542
20,16,Sensation Seeking,2,5119
20,17,Positive Urgency,1,4750
20,18,Sensation Seeking,3,4528
20,19,Premeditation,1,3830
20,20,Positive Urgency,1,4191
