subject_ID,question_number,factor,resp,rt
106,1,Perseverance,1,12266.200000047684
106,2,Premeditation,2,3910.299999952316
106,3,Positive Urgency,3,7766.5
106,4,Perseverance,3,27958.400000095367
106,5,Premeditation,1,3766.299999952316
106,6,Negative Urgency,4,8303
106,7,Perseverance,2,7582.099999904633
106,8,Negative Urgency,3,63935.09999990463
106,9,Sensation Seeking,4,2765.7000000476837
106,10,Positive Urgency,3,5318.5
106,11,Perseverance,2,6350.5
106,12,Premeditation,1,44174.300000190735
106,13,Negative Urgency,3,7246.900000095367
106,14,Sensation Seeking,4,6398.799999952316
106,15,Negative Urgency,3,7214.399999856949
106,16,Sensation Seeking,4,3790.700000047684
106,17,Positive Urgency,3,15878.700000047684
106,18,Sensation Seeking,4,5822.599999904633
106,19,Premeditation,2,4174.899999856949
106,20,Positive Urgency,2,5646.799999952316
