subject_ID,question_number,factor,resp,rt
82,1,Perseverance,2,13635.700000047684
82,2,Premeditation,2,9746.200000047684
82,3,Positive Urgency,1,9962.200000047684
82,4,Perseverance,2,6026.099999904633
82,5,Premeditation,2,6362.5
82,6,Negative Urgency,2,18802.10000014305
82,7,Perseverance,2,17538.799999952316
82,8,Negative Urgency,2,17880.60000014305
82,9,Sensation Seeking,2,3881.600000143051
82,10,Positive Urgency,1,7466.900000095367
82,11,Perseverance,2,6657.599999904633
82,12,Premeditation,2,7571
82,13,Negative Urgency,2,4466.200000047684
82,14,Sensation Seeking,2,6618.400000095367
82,15,Negative Urgency,1,5321.200000047684
82,16,Sensation Seeking,1,4282.299999952316
82,17,Positive Urgency,1,7058.599999904633
82,18,Sensation Seeking,1,7449.600000143051
82,19,Premeditation,3,7002.100000143051
82,20,Positive Urgency,2,6538.100000143051
