subject_ID,question_number,factor,resp,rt
5,1,Perseverance,2,4337.69999999553
5,2,Premeditation,1,2366.70000000298
5,3,Positive Urgency,1,5087.10000000149
5,4,Perseverance,2,3435
5,5,Premeditation,1,2568
5,6,Negative Urgency,1,3268.39999999851
5,7,Perseverance,3,5688.39999999851
5,8,Negative Urgency,1,3768.70000000298
5,9,Sensation Seeking,2,6422
5,10,Positive Urgency,1,2584.79999999702
5,11,Perseverance,2,2550.79999999702
5,12,Premeditation,1,3519.20000000298
5,13,Negative Urgency,1,2200.10000000149
5,14,Sensation Seeking,2,5571.0999999940395
5,15,Negative Urgency,2,5337.39999999851
5,16,Sensation Seeking,4,2934.60000000149
5,17,Positive Urgency,1,6372.20000000298
5,18,Sensation Seeking,4,3651.79999999702
5,19,Premeditation,1,2217.89999999851
5,20,Positive Urgency,1,2333.39999999851
