subject_ID,question_number,factor,resp,rt
6,1,Perseverance,1,7288
6,2,Premeditation,2,5199
6,3,Positive Urgency,2,6754
6,4,Perseverance,2,4433
6,5,Premeditation,3,7772
6,6,Negative Urgency,2,6772
6,7,Perseverance,2,3608
6,8,Negative Urgency,1,5563
6,9,Sensation Seeking,3,3788
6,10,Positive Urgency,1,3797
6,11,Perseverance,1,2456
6,12,Premeditation,2,5873
6,13,Negative Urgency,2,3211
6,14,Sensation Seeking,3,5195
6,15,Negative Urgency,1,4132
6,16,Sensation Seeking,2,5644
6,17,Positive Urgency,1,4912
6,18,Sensation Seeking,2,5600
6,19,Premeditation,3,4068
6,20,Positive Urgency,2,4919
