subject_ID,question_number,factor,resp,rt
94,1,Perseverance,1,9720.29999999702
94,2,Premeditation,2,3699.1000000089407
94,3,Positive Urgency,3,29595.79999999702
94,4,Perseverance,1,4350.20000000298
94,5,Premeditation,1,5778.5999999940395
94,6,Negative Urgency,2,10415.60000000894
94,7,Perseverance,1,8963.09999999404
94,8,Negative Urgency,2,7331
94,9,Sensation Seeking,1,6230.79999999702
94,10,Positive Urgency,2,8265.29999999702
94,11,Perseverance,1,3315
94,12,Premeditation,1,6284.79999999702
94,13,Negative Urgency,2,6590
94,14,Sensation Seeking,3,7421.90000000596
94,15,Negative Urgency,1,6094.0999999940395
94,16,Sensation Seeking,4,5081.9000000059605
94,17,Positive Urgency,1,6510.199999988079
94,18,Sensation Seeking,1,6712.79999999702
94,19,Premeditation,1,3821.5
94,20,Positive Urgency,1,6274.399999991059
