subject_ID,question_number,factor,resp,rt
37,1,Perseverance,1,6292
37,2,Premeditation,2,3054.300000190735
37,3,Positive Urgency,2,5427.400000095367
37,4,Perseverance,2,3174
37,5,Premeditation,2,4046.5
37,6,Negative Urgency,3,7274.700000286102
37,7,Perseverance,2,3303.699999809265
37,8,Negative Urgency,3,6271.199999809265
37,9,Sensation Seeking,3,2599.400000095367
37,10,Positive Urgency,2,3081.800000190735
37,11,Perseverance,2,2671.5
37,12,Premeditation,1,5568.799999713898
37,13,Negative Urgency,3,4662.599999904633
37,14,Sensation Seeking,3,4675.699999809265
37,15,Negative Urgency,3,3816.099999904633
37,16,Sensation Seeking,2,5734.5
37,17,Positive Urgency,2,5437.799999713898
37,18,Sensation Seeking,2,4745.199999809265
37,19,Premeditation,2,6107
37,20,Positive Urgency,2,5515
