subject_ID,question_number,factor,resp,rt
91,1,Perseverance,1,9634
91,2,Premeditation,1,4842.699999928474
91,3,Positive Urgency,1,6941.899999976158
91,4,Perseverance,1,3181.5
91,5,Premeditation,2,5174.299999952316
91,6,Negative Urgency,1,7443.599999904633
91,7,Perseverance,1,5200.100000023842
91,8,Negative Urgency,3,9007.100000023842
91,9,Sensation Seeking,4,5128.399999976158
91,10,Positive Urgency,1,5914.400000095367
91,11,Perseverance,1,4343.600000023842
91,12,Premeditation,2,6917
91,13,Negative Urgency,1,5780.200000047684
91,14,Sensation Seeking,4,5569.400000095367
91,15,Negative Urgency,1,5566
91,16,Sensation Seeking,3,5010.299999952316
91,17,Positive Urgency,3,7190.399999976158
91,18,Sensation Seeking,3,10077.600000023842
91,19,Premeditation,2,5810.5
91,20,Positive Urgency,2,4703.700000047684
