subject_ID,question_number,factor,resp,rt
72,1,Perseverance,2,3671.5
72,2,Premeditation,2,3396.3000000002794
72,3,Positive Urgency,3,4580.399999999907
72,4,Perseverance,1,2765.100000000093
72,5,Premeditation,3,3708.5
72,6,Negative Urgency,3,4019.2999999998137
72,7,Perseverance,2,2520.2999999998137
72,8,Negative Urgency,2,6741.699999999721
72,9,Sensation Seeking,3,2661.6999999997206
72,10,Positive Urgency,2,2762.5
72,11,Perseverance,2,2342.2999999998137
72,12,Premeditation,2,2907.5
72,13,Negative Urgency,3,4628.299999999814
72,14,Sensation Seeking,4,4277.5999999996275
72,15,Negative Urgency,2,4171.600000000093
72,16,Sensation Seeking,3,2563.2000000001863
72,17,Positive Urgency,4,3717.7000000001863
72,18,Sensation Seeking,4,2529
72,19,Premeditation,2,4046.899999999907
72,20,Positive Urgency,2,3483.2000000001863
