subject_ID,question_number,factor,resp,rt
127,1,Perseverance,2,3909.300000011921
127,2,Premeditation,2,4023.29999999702
127,3,Positive Urgency,2,5499.29999999702
127,4,Perseverance,2,2494
127,5,Premeditation,3,4441.0999999940395
127,6,Negative Urgency,3,8928.20000000298
127,7,Perseverance,2,5182.70000000298
127,8,Negative Urgency,3,8412.29999999702
127,9,Sensation Seeking,2,4609.600000008941
127,10,Positive Urgency,3,3304.1000000089407
127,11,Perseverance,2,2619.79999999702
127,12,Premeditation,2,3675.29999999702
127,13,Negative Urgency,2,2720.20000000298
127,14,Sensation Seeking,2,6398.29999999702
127,15,Negative Urgency,2,4800.79999999702
127,16,Sensation Seeking,1,4485.4000000059605
127,17,Positive Urgency,3,6510.70000000298
127,18,Sensation Seeking,2,5509.29999999702
127,19,Premeditation,2,3159.199999988079
127,20,Positive Urgency,3,3214
