subject_ID,question_number,factor,resp,rt
113,1,Perseverance,1,6205.799999952316
113,2,Premeditation,1,3937.600000023842
113,3,Positive Urgency,2,4417
113,4,Perseverance,3,2387.5
113,5,Premeditation,2,2763.600000023842
113,6,Negative Urgency,1,4704.899999976158
113,7,Perseverance,2,5219.199999928474
113,8,Negative Urgency,2,5556.199999928474
113,9,Sensation Seeking,3,2491.400000095367
113,10,Positive Urgency,2,2795.6999999284744
113,11,Perseverance,2,2515.1999999284744
113,12,Premeditation,1,4623.299999952316
113,13,Negative Urgency,2,2674.7999999523163
113,14,Sensation Seeking,4,5332.299999952316
113,15,Negative Urgency,2,2141.600000023842
113,16,Sensation Seeking,2,3128.5
113,17,Positive Urgency,2,4246.599999904633
113,18,Sensation Seeking,3,3283.2999999523163
113,19,Premeditation,2,2920.5
113,20,Positive Urgency,2,2750.8000000715256
