subject_ID,block_number,trial_number,phase,response_number,key,rt
76,2,2,delay,1,space,308
76,3,23,delay,1,space,1159
76,3,25,delay,1,space,362
76,3,31,delay,1,space,649
76,3,31,delay,2,j,888
76,3,47,delay,1,space,256
76,3,49,delay,1,space,566
76,4,5,delay,1,space,2077
76,4,15,delay,1,space,395
76,4,15,delay,2,j,543
76,4,15,delay,3,space,1999
76,4,19,delay,1,space,301
76,4,43,delay,1,space,1717
76,4,49,delay,1,space,295
76,5,13,delay,1,space,337
76,5,13,delay,2,j,478
76,5,13,delay,3,space,1903
76,5,15,delay,1,space,1660
76,5,21,delay,1,space,242
76,5,27,delay,1,space,1745
76,5,27,delay,2,j,2100
76,5,29,delay,1,space,518
76,5,33,delay,1,space,2857
76,5,45,delay,1,space,294
76,6,3,delay,1,j,110
76,6,17,delay,1,space,17
76,6,17,delay,2,j,573
76,6,21,delay,1,f,1325
76,6,21,delay,2,space,1630
76,6,33,delay,1,space,323
76,6,33,delay,2,f,506
76,6,33,delay,3,space,2982
76,6,45,delay,1,space,452
76,6,47,delay,1,space,377
