subject_ID,question_number,factor,resp,rt
45,1,Perseverance,1,6636.199999928474
45,2,Premeditation,1,2932.2000000476837
45,3,Positive Urgency,2,5109.600000023842
45,4,Perseverance,1,3109.6999999284744
45,5,Premeditation,1,3021
45,6,Negative Urgency,2,6373.400000095367
45,7,Perseverance,2,3821.5
45,8,Negative Urgency,2,4685.100000023842
45,9,Sensation Seeking,2,2324.900000095367
45,10,Positive Urgency,2,3061.7000000476837
45,11,Perseverance,1,2821.6999999284744
45,12,Premeditation,1,3268.8000000715256
45,13,Negative Urgency,2,3141.7999999523163
45,14,Sensation Seeking,2,5189.5
45,15,Negative Urgency,1,4517.700000047684
45,16,Sensation Seeking,1,2725.3000000715256
45,17,Positive Urgency,1,3605.399999976158
45,18,Sensation Seeking,1,4693.5
45,19,Premeditation,1,2845.2999999523163
45,20,Positive Urgency,1,5989.699999928474
